hash;plik;dlugosc;tier;obszar;rules;fullContext;EN
69A570C97533FE0851A063994E8A4C1A;InnerRangeTranslations_1.xml;47;2;zdarzenia/raporty;;;Press UP or DOWN arrow to scroll through events
1A23A5DD4089B78B63B16DD9EE381E2E;InnerRangeTranslations_1.xml;16;1;uzbrajanie/strefy;;;Test Alarm Comms
4D1E5BCE534173AE686D14DB5FD64978;InnerRangeTranslations_1.xml;12;1;system/ogolne;;;General Test
A671757B6AAFBEE3513BE7EA9DFDDD51;InnerRangeTranslations_1.xml;12;1;system/ogolne;;;General Menu
0D358A98031E8321D3FB1B59B2B19998;InnerRangeTranslations_1.xml;48;2;uzbrajanie/strefy;;;Test alarm comms paths to the monitoring station
709E2AA1A7E05C720ABFB4DC238DDEC8;InnerRangeTranslations_1.xml;15;1;system/ogolne;;;No Inputs Exist
6D973CE6FFEE18D7DC3BF826A7633D46;InnerRangeTranslations_1.xml;45;2;system/ogolne;;;There are no inputs configured in this system
3E0E4D8A6DD4D6A2FD334B18BA34D1F2;InnerRangeTranslations_1.xml;14;1;system/ogolne;;;Current Input:
045402825CA824D9495E792CB8BE1A93;InnerRangeTranslations_1.xml;14;1;automatyka/sterowanie;unique=WebPageType;045402825CA824D9495E792CB8BE1A93;Control Inputs
9BFA2ABD77CC77C6624505F54416A960;InnerRangeTranslations_1.xml;46;2;automatyka/sterowanie;;;Press UP or DOWN to select an input to control
455F53102F7B708A7AB93F4E49FA2DDE;InnerRangeTranslations_1.xml;97;2;system/ogolne;;;Press ON to deisolate and OFF to isolate the input. Isolation stop the input from being monitored
14A208871B023B5C0360465B2AA18EAB;InnerRangeTranslations_1.xml;45;2;system/ogolne;;;Press number keys to text search for an input
505A83F220C02DF2F85C3810CD9CEB38;InnerRangeTranslations_1.xml;7;1;system/ogolne;;;Success
1FF9DC99AE5FBABC7FEE68A0A8BB05D7;InnerRangeTranslations_1.xml;52;2;system/ogolne;paramCheck=true;;Successfully backed up database to {0} on USB Drive.
902B0D55FDDEF6F8D651FE1035B7D4BD;InnerRangeTranslations_1.xml;5;1;system/ogolne;;;Error
4539BF0667C532A4336319474D05782F;InnerRangeTranslations_1.xml;39;1;system/ogolne;;;Failed to backup database to USB Drive.
E7CD969A4E9D8C35911F6F1F86DD6071;InnerRangeTranslations_1.xml;19;1;system/ogolne;;;Backup to USB Drive
0EE09E9A23A0ACD2613398CEDBEE11D0;InnerRangeTranslations_1.xml;22;1;system/ogolne;;;Restore from USB Drive
E307DB07B3975FEF922A80D07455EE5E;InnerRangeTranslations_1.xml;8;1;system/ogolne;;;Database
0190157D9D8E3FCB57CECED29A43F2D8;InnerRangeTranslations_1.xml;13;1;system/ogolne;;;Database Menu
74C527E9AF10177E48728C39FD531698;InnerRangeTranslations_1.xml;9;1;system/ogolne;;;Backup DB
4D215397F73ADB4DC55AF7417E2318AC;InnerRangeTranslations_1.xml;42;2;system/ogolne;;;Backup database to the connected USB drive
256B1E3E677D9101B25F7DC289FBCB65;InnerRangeTranslations_1.xml;10;1;system/ogolne;;;Restore DB
D3EBBDD1B43A996BE76967935C9D3C33;InnerRangeTranslations_1.xml;53;2;system/ogolne;;;Select backup from connected USB drive and restore it
3DCCDB6467EE101EC9A4012C8A2DC420;InnerRangeTranslations_1.xml;15;1;system/ogolne;;;Input EOL Type:
D10692729DB367C8E7B290BC2A362559;InnerRangeTranslations_1.xml;9;1;system/ogolne;;;Input EOL
0CADC358B9B683578AEE5959B33748F0;InnerRangeTranslations_1.xml;37;1;system/ogolne;;;Press UP or DOWN to select EOL option
59A220639B494F615C3921AECC2A7D61;InnerRangeTranslations_1.xml;28;1;system/ogolne;;;Press OK to save any changes
20DFC4F904BA3C650A578C41F87E7053;InnerRangeTranslations_1.xml;6;1;system/ogolne;;;Locate
50B12AE4EC4B3843CB3D054D855CEFEE;InnerRangeTranslations_1.xml;21;1;komunikacja/sprzet;;;Enable/Disable Module
7BCB7A17693ADE79DEBE1EA6FACE4A99;InnerRangeTranslations_1.xml;12;1;system/ogolne;unique=SystemWarningType;7BCB7A17693ADE79DEBE1EA6FACE4A99;Service Mode
F4F70727DC34561DFDE1A3C529B6205C;InnerRangeTranslations_1.xml;8;1;system/ogolne;;;Settings
A940A548BA41BC988F99D51FD02F21DE;InnerRangeTranslations_1.xml;8;1;komunikacja/sprzet;unique=FirmwareFileType;;Firmware
BC69210E7FE3AC592AE75D8B94A2EE04;InnerRangeTranslations_1.xml;10;1;komunikacja/sprzet;;;LAN Secure
A47C8E587CB98FD1795F6D4C09F6AC79;InnerRangeTranslations_1.xml;14;1;system/ogolne;;;Installer Menu
7EA9D497CE998BA6AC36477D1EC3D48E;InnerRangeTranslations_1.xml;77;2;system/ogolne;;;Enable or disable service mode, allowing maintenance without alarms or sirens
C4E75ECB5127E21EEBF5E8507B775B79;InnerRangeTranslations_1.xml;25;1;system/ogolne;;;Change input EOL settings
413585257FD2A697EF1D38006CFD4EA5;InnerRangeTranslations_1.xml;51;2;system/ogolne;;;Backup database to USB or restore database from USB
6B57C8193BF71B9818408E839220A139;InnerRangeTranslations_1.xml;14;1;system/ogolne;;;Restore Backup
15456C748E99EF98AADC06CB6A78D94F;InnerRangeTranslations_1.xml;37;1;system/ogolne;;;No files found on attached USB Drives
DD28D4F8746C03672A1A82BB3AD77A84;InnerRangeTranslations_1.xml;12;1;system/ogolne;;;Backup Files
79C4DB4790AD48DFA0CB0C653F134484;InnerRangeTranslations_1.xml;15;1;system/ogolne;;;Confirm Restore
6A90CF50083234555EC7024C117724A5;InnerRangeTranslations_1.xml;73;2;system/ogolne;;;Backup file is valid, proceed with database restore? Press OK to confirm.
33136FF5FD86737C97C9BE1477CCC604;InnerRangeTranslations_1.xml;11;1;system/ogolne;;;Copy Failed
E265EB2D15730F436D75A558C3F390A8;InnerRangeTranslations_1.xml;51;2;system/ogolne;;;Could not copy database backup file from USB Drive.
4ED8CBE49EE2E0C44D3CD73D10C70C65;InnerRangeTranslations_1.xml;15;1;system/ogolne;;;Backup Restored
18E2A7E13852EE69D60D4EA19774DBD4;InnerRangeTranslations_1.xml;56;2;system/ogolne;;;Successfully restored database backup, restarting now...
B7E6314930B897740594AA2AC8B26CB4;InnerRangeTranslations_1.xml;14;1;system/ogolne;;;Restore Failed
68C64F87ACDDBACE24DED912E0980DD1;InnerRangeTranslations_1.xml;34;1;system/ogolne;;;Failed to restore database backup.
AA722FB1C4D5F81E91C1604994686FA2;InnerRangeTranslations_1.xml;12;1;system/ogolne;;;Invalid File
E71FD5074E18D795F6A139583ADC54F4;InnerRangeTranslations_1.xml;40;1;system/ogolne;;;Could not validate database backup file.
AEFE37A3055253DD2E5730B39704525E;InnerRangeTranslations_1.xml;38;1;system/ogolne;;;Press UP or DOWN to select backup file
28AB39D14D35A02A2808D30CFC540CCE;InnerRangeTranslations_1.xml;69;2;system/ogolne;;;Press OK to restore database. This will override the current database
FCF1A05E61D24E49FA6424A35525E969;InnerRangeTranslations_1.xml;13;1;system/ogolne;;;Settings Menu
84A8921B25F505D0D2077AEB5DB4BC16;InnerRangeTranslations_1.xml;6;1;system/ogolne;;;Static
54201C55D2BDC7A9E19D9E032D8C0EDE;InnerRangeTranslations_1.xml;4;1;komunikacja/sprzet;;;DHCP
6AEEE6CF5622B2D225F05C0972BAC5AE;InnerRangeTranslations_1.xml;12;1;komunikacja/sprzet;;;IP Addr Type
3121F87028DEC8876ED6EB73A44F2A80;InnerRangeTranslations_1.xml;11;1;system/ogolne;;;MAC Address
9E90ACA73A60F2C41EA33B45CC0D70CB;InnerRangeTranslations_1.xml;15;1;system/ogolne;;;Unable to Save:
9A05EC199C1A0F922CCB6ED3FE4DE7A4;InnerRangeTranslations_1.xml;15;1;system/ogolne;;;Invalid Address
520D0DB389F362BF79EF56CA0AF3DCAB;InnerRangeTranslations_1.xml;6;1;system/ogolne;;520D0DB389F362BF79EF56CA0AF3DCAB;Format
5B8C99DAD1893A85076709B2D3C2D2D0;InnerRangeTranslations_1.xml;10;1;komunikacja/sprzet;;;IP Address
3026B7B5E76CC48EE8B22F6052A65E95;InnerRangeTranslations_1.xml;11;1;system/ogolne;;;Subnet Mask
926DEC9494209CB088B4962509DF1A91;InnerRangeTranslations_1.xml;7;1;system/ogolne;;;Gateway
7F9D745C9065D9274273797BBCE68861;InnerRangeTranslations_1.xml;10;1;system/ogolne;;;DNS Server
88183B946CC5F0E8C96B2E66E1C74A7E;InnerRangeTranslations_1.xml;7;1;system/ogolne;unique=IntruderInputStates;88183B946CC5F0E8C96B2E66E1C74A7E;Unknown
97BA4C484A0BB9E0E45E0C7533F96CB7;InnerRangeTranslations_1.xml;16;1;komunikacja/sprzet;unique=EntityChangeNotifications;97BA4C484A0BB9E0E45E0C7533F96CB7;Network Settings
B40C7996DDEB19C2CCA57DB169486225;InnerRangeTranslations_1.xml;44;2;system/ogolne;;;Press UP or DOWN to see networking options. 
B6CCAFB89D88A8083654535B6B951DB5;InnerRangeTranslations_1.xml;74;2;komunikacja/sprzet;;;Set Addr type to Static to edit settings, or DHCP for automatic assignment
6EC9D8F85B20ED89E8CD42F73A4D1394;InnerRangeTranslations_1.xml;11;1;system/ogolne;;;Select Item
5F45CC912A524225EE271E9C454C0A67;InnerRangeTranslations_1.xml;11;1;system/ogolne;;;Item Search
24BD9263CB4B8ED1A071BDF339918696;InnerRangeTranslations_1.xml;43;2;system/ogolne;;;Press a number to start alphanumeric search
4842E4975B52C48F8815D70C916C89F0;InnerRangeTranslations_1.xml;29;1;system/ogolne;;;Press UP or DOWN to find item
7256A726A458F6919F1D7939B9C694BD;InnerRangeTranslations_1.xml;31;1;system/ogolne;;;Press OK to choose current item
7D5A22AC7328ECD1004AFFBB2B319CA9;InnerRangeTranslations_1.xml;10;1;system/ogolne;;;[No Items]
BC45FA11ABF63BF759F9BF922393691F;InnerRangeTranslations_1.xml;12;1;system/ogolne;;;Search for..
DC770A451931E3EB28348451A1EF9896;InnerRangeTranslations_1.xml;11;1;system/ogolne;;;Text Search
B49001CB2A9CD8E948FCBB379FE10E15;InnerRangeTranslations_1.xml;65;2;system/ogolne;;;Press number buttons to change letters. Press OFF to clear screen
0F04C3B5ED84822260BF23B12917C9A2;InnerRangeTranslations_1.xml;35;1;system/ogolne;;;Move cursor with arrows if required
4C34A1785338D981528B3B834FE913DA;InnerRangeTranslations_1.xml;24;1;system/ogolne;;;Press OK to filter items
FE1CA7857D8AE62C2D330A30587C9411;InnerRangeTranslations_1.xml;10;1;komunikacja/sprzet;;;Secure LAN
10DBFC6C3CD7BB3CBA926969122DAEA2;InnerRangeTranslations_1.xml;61;2;komunikacja/sprzet;;;Are you sure you want to secure the LAN? Press OK to confirm.
A0CB17D5B5D6BB4DEC16CDC16886140E;InnerRangeTranslations_1.xml;15;1;system/ogolne;;;Finished Secure
BF66A09A8E37DDA8EC624580A959B740;InnerRangeTranslations_1.xml;20;1;komunikacja/sprzet;;;LAN has been secured
E404DD0BECE5F7C53D80EDAA70513EEC;InnerRangeTranslations_1.xml;9;1;system/ogolne;unique=TerminalLoginPreference;10B11D11E2C90CA0ACA6C19345D6C80E;Main Menu
54524330F111A77A67402154853A5DEF;InnerRangeTranslations_1.xml;12;1;uzbrajanie/strefy;unique=TerminalLoginPreference;9925D706FAAEE008FFE8C244ED84D225;Area Control
29A66FEC952B288338AA69929301488E;InnerRangeTranslations_1.xml;28;1;uzbrajanie/strefy;;;View state and control areas
B59387E4D62A4E3FE4285A1311DCD272;InnerRangeTranslations_1.xml;9;1;zdarzenia/raporty;;;Event Log
8EF5F4944D31BBC7AD289006D574F314;InnerRangeTranslations_1.xml;33;1;zdarzenia/raporty;;;View event history for the system
F9AAE5FDA8D810A29F12D1E61B4AB25F;InnerRangeTranslations_1.xml;5;1;uzytkownicy/uprawnienia;unique=EntityChangeNotifications;F9AAE5FDA8D810A29F12D1E61B4AB25F;Users
220CEF4F20BA8849F710019D20E0CF73;InnerRangeTranslations_1.xml;20;1;uzytkownicy/uprawnienia;;;Edit user PIN number
3C50FA1057747CF15E5CEDA8F56901CA;InnerRangeTranslations_1.xml;40;1;uzbrajanie/strefy;;;Control areas, doors, outputs and inputs
E0D956BFACBC6536CEB2E8FEF1356B19;InnerRangeTranslations_1.xml;77;2;komunikacja/sprzet;;;View system info, network settings, WiFi settings and reset WiFi hotspot mode
9E0E9E9C03222260A34BF7D63ACCB056;InnerRangeTranslations_1.xml;73;2;dostep/przejscia;;;Access installer options like service mode, database and firmware options
AA85F1840E282D8A8304DBC2C0D7C9B2;InnerRangeTranslations_1.xml;2;1;system/ogolne;;;EN
F390F638FBADB2A0EC02DBC268B93001;InnerRangeTranslations_1.xml;10;1;system/ogolne;;;Main Menu:
8D88A2CADAEDC203A46299F737FD663F;InnerRangeTranslations_1.xml;16;1;automatyka/sterowanie;;;No Outputs Exist
FD04A4CF1DAC561E174AECAA2BF6A5C5;InnerRangeTranslations_1.xml;48;2;automatyka/sterowanie;;;There are no outputs configured for User Control
CAF6616C8BEA1C9DBA7AB7C494445945;InnerRangeTranslations_1.xml;66;2;automatyka/sterowanie;;;You don't have permission to see any of the outputs in the system.
BCB1BEE74A8014CB7618209EB21CA86C;InnerRangeTranslations_1.xml;12;1;system/ogolne;paramCheck=true;;For: {0} {1}
D0B47037244E11E4F2B0168A1F962920;InnerRangeTranslations_1.xml;15;1;automatyka/sterowanie;;;Current Output:
6375C88DADDEE50AF4401A442FD40298;InnerRangeTranslations_1.xml;15;1;automatyka/sterowanie;unique=WebPageType;;Control Outputs
6E064F3ECF4733E718CFBA5C2257A4FF;InnerRangeTranslations_1.xml;47;2;automatyka/sterowanie;;;Press UP or DOWN to select an output to control
F797B0804C7AB79CBCF46F018DA79524;InnerRangeTranslations_1.xml;50;2;automatyka/sterowanie;;;Press LEFT or RIGHT to select timed output control
3D5F3C1EE4828BDB19B11DAD822F759D;InnerRangeTranslations_1.xml;50;2;automatyka/sterowanie;;;Press ON to turn on and OFF to turn off the output
5CFE8FA40C9234D02FC1C9A18AF24F9D;InnerRangeTranslations_1.xml;46;2;automatyka/sterowanie;;;Press number keys to text search for an output
92D9E3B58A94E6FC241BDADC1D447482;InnerRangeTranslations_1.xml;13;1;system/ogolne;;;Reset Hotspot
8EEE8A87DBFAA8FD8F0C5D604B728C78;InnerRangeTranslations_1.xml;82;2;system/ogolne;;;Are you sure you want to reset the Wi-Fi settings to default? Press OK to confirm.
77C4747847B182CC01CFBD2842E29F23;InnerRangeTranslations_1.xml;14;1;system/ogolne;;;Finished Reset
D8BFF6B2B03254A16AF27A0565C9C1A4;InnerRangeTranslations_1.xml;28;1;system/ogolne;;;Wi-Fi Hotspot has been reset
8A21AB7EF8DF2D22206E960680E94808;InnerRangeTranslations_1.xml;10;1;system/ogolne;;;Reset WiFi
30FCFBB8B6913D5CFA2E82D93EEF6522;InnerRangeTranslations_1.xml;48;2;system/ogolne;;;Press OK to reset WiFi settings to Hotspot Mode.
7A3E81B15BF6A5F36D3CD4C2C25CBAAF;InnerRangeTranslations_1.xml;32;1;system/ogolne;;;Password is 'inception', SSID is
EBCD6554A52FD8D106685F6D8E8D0AAE;InnerRangeTranslations_1.xml;13;1;system/ogolne;;;Service Mode:
441F2B7ACBEF258A5019061874A17FDE;InnerRangeTranslations_1.xml;50;2;system/ogolne;;;Press ON to enable and OFF to disable service mode
E52E386CDDDF245AC45F6634956B2A3C;InnerRangeTranslations_1.xml;67;2;uzbrajanie/strefy;;;Service mode lasts for 8 hours and stops sirens and alarm reporting
8F8BB20031F4E802D79980B675B8EFEE;InnerRangeTranslations_1.xml;15;1;komunikacja/sprzet;unique=LinuxResetReason;8F8BB20031F4E802D79980B675B8EFEE;Firmware Update
C21663248C456ADD5B4601C205C5BDCF;InnerRangeTranslations_1.xml;59;2;komunikacja/sprzet;;;No Inception firmware files found on attached USB Drive(s).
38CB30607AEADF3F4C7D4F422EE2DE9A;InnerRangeTranslations_1.xml;14;1;system/ogolne;;;Confirm Update
0BE068B96D0B3868EF972F7CA52C7933;InnerRangeTranslations_1.xml;66;2;komunikacja/sprzet;;;Are you sure you want to update the firmware? Press OK to confirm.
3331C1377D2AE458BB8C491A8D021197;InnerRangeTranslations_1.xml;17;1;komunikacja/sprzet;;;Updating Firmware
254373EBF57799FF674ED77A933960A6;InnerRangeTranslations_1.xml;43;2;komunikacja/sprzet;;;Firmware update in progress, please wait...
328FBAFC2D6DABE23F742A1D62EBB498;InnerRangeTranslations_1.xml;105;2;komunikacja/sprzet;;;WARNING: Updating to this firmware version requires a factory default, are you sure? Press OK to confirm.
ED6C3A745745D702833C9C6D6A052BCD;InnerRangeTranslations_1.xml;13;1;system/ogolne;;;Update Failed
8BB3E4E8F87174C762EB2D8F6EE66A77;InnerRangeTranslations_1.xml;14;1;system/ogolne;;;Update Success
B1FDF4344B3A8A997C9BDF08F1E2D4B1;InnerRangeTranslations_1.xml;21;1;system/ogolne;;;activityResponse.Text
B140558D965668ADF351641ADEC6AC93;InnerRangeTranslations_1.xml;10;1;system/ogolne;;;F/W Update
FEFD47E4C4D5C8A0E0B1E9287F59A44F;InnerRangeTranslations_1.xml;42;2;komunikacja/sprzet;;;Press UP or DOWN to select a firmware file
DD6B1D5DCA2C28A6ECA527175F527817;InnerRangeTranslations_1.xml;63;2;komunikacja/sprzet;;;Press OK to choose file and OK again to confirm firmware update
7C20F7277ACC30C8A5E4B4487E56FEB7;InnerRangeTranslations_1.xml;11;1;system/ogolne;;;App FW Ver:
6914432FFE6D6BFC189A167CE0A51120;InnerRangeTranslations_1.xml;12;1;system/ogolne;;;Base FW Ver:
3A49B35DE2DFBA1132FAF90A50D6D6B2;InnerRangeTranslations_1.xml;13;1;system/ogolne;;;PCB Revision:
DE2655A2DF3064BCCDC23FF64CFD15AC;InnerRangeTranslations_1.xml;13;1;system/ogolne;;;Prod Variant:
47D8EE65BA107916B5A5D0C1697DFAB3;InnerRangeTranslations_1.xml;11;1;system/ogolne;;;System Info
CC87F651C564CD2F3FD10499FB762EEE;InnerRangeTranslations_1.xml;42;2;system/ogolne;;;Press UP or DOWN to see system information
00019A80A771C3A36BEF326520E489B0;InnerRangeTranslations_1.xml;14;1;system/ogolne;;;Wi-Fi Settings
E56118E5CF366B3DAC06B2C7937FEE27;InnerRangeTranslations_1.xml;19;1;system/ogolne;;;Reset Wi-Fi Hotspot
6EA37CCFA67E5F6FEDE19E90CEF494C4;InnerRangeTranslations_1.xml;11;1;system/ogolne;;;System Menu
4099110B7F1C826E3BB3A5CB521149E8;InnerRangeTranslations_1.xml;43;2;komunikacja/sprzet;;;View serial number and firmware information
EEC89088EE408B80387155272B113256;InnerRangeTranslations_1.xml;7;1;komunikacja/sprzet;unique=WebPageType;;Network
8B4F87EB3DB3C314CAE458F3B628411F;InnerRangeTranslations_1.xml;41;2;komunikacja/sprzet;;;View and change ethernet network settings
62278F1F66C302E03838F97E8FCD23F1;InnerRangeTranslations_1.xml;13;1;system/ogolne;;;WiFi Settings
4F051E85267E76882A4E667B1D0A7443;InnerRangeTranslations_1.xml;18;1;system/ogolne;;;View WiFi settings
83E164FE61406B38CED183E15C36AB7E;InnerRangeTranslations_1.xml;61;2;system/ogolne;;;Re-enable WiFi hotspot mode and restore default configuration
C523417B0B88EE941A1AC4316ACCB792;InnerRangeTranslations_1.xml;9;1;zdarzenia/raporty;;;Messages 
E25D5B2BBC8909B709B9EC74E3745E48;InnerRangeTranslations_1.xml;9;1;system/ogolne;;;Warnings 
34372DA62F702B21CE458BB0FE1CD0F9;InnerRangeTranslations_1.xml;11;1;zdarzenia/raporty;;;Sys Events:
43CA341A1075847665CE0CFDE6E335B4;InnerRangeTranslations_1.xml;11;1;system/ogolne;;;Press OK to
8D23D3D3E635960F43CABD19079AFE15;InnerRangeTranslations_1.xml;24;1;zdarzenia/raporty;;;acknowledge all messages
527B5DD477ABF95E8FE19AAC201DF396;InnerRangeTranslations_1.xml;15;1;system/ogolne;;;Acknowledgement
830BD0B89A0F8A75D755634F1EFEEA1D;InnerRangeTranslations_1.xml;50;2;uzytkownicy/uprawnienia;paramCheck=true;;failed, message requires a level {0} user to clear
9ABCC61041095D164C3F3419E5A29F4A;InnerRangeTranslations_1.xml;12;1;system/ogolne;;;Acknowledged
991A54A9510953D2B67984737146E1E7;InnerRangeTranslations_1.xml;73;2;uzytkownicy/uprawnienia;paramCheck=true;;{0} of {1} messages. Remaining messages require a level {2} user to clear
E5C14212D4BAA2A4FDDE658FF06EE842;InnerRangeTranslations_1.xml;13;1;zdarzenia/raporty;;;System Events
5AB7332D3F7B678F45AA552CDBDF99D8;InnerRangeTranslations_1.xml;40;1;system/ogolne;;;Press RIGHT to switch to system warnings
A7A08765FAC721C19938545485977661;InnerRangeTranslations_1.xml;33;1;zdarzenia/raporty;;;Press UP or DOWN to view messages
0F417097F3D6DFBD698CFAB105F44832;InnerRangeTranslations_1.xml;42;2;zdarzenia/raporty;;;Press OK to acknowledge and remove message
25418C7308FD9F97E809A4FC62BA7629;InnerRangeTranslations_1.xml;77;2;zdarzenia/raporty;;;To acknowledge all messages, press UP until viewing top screen, then press OK
F388CAA0742445B45771CC08590D3F7B;InnerRangeTranslations_1.xml;39;1;zdarzenia/raporty;;;Press LEFT to switch to system messages
3F34DDBA39D6EAFAEAD6D2748A329903;InnerRangeTranslations_1.xml;33;1;system/ogolne;;;Press UP or DOWN to view warnings
8B070E820371941BA66A428A74244659;InnerRangeTranslations_1.xml;13;1;system/ogolne;;;Unable to use
0FD36A32B8E4249C838201EDF04F5084;InnerRangeTranslations_1.xml;45;2;uzbrajanie/strefy;;;area control shortcut, check terminal profile
2A3525F0B5A59D834802BF785C29DB97;InnerRangeTranslations_1.xml;14;1;dostep/przejscia;unique=OSDPPresetControl;11228401AB59FA63A344DB2A532A031D;Door Held Open
9E9B71914A5C8301F06EAD73E6BF4C78;InnerRangeTranslations_1.xml;16;1;system/ogolne;;;Press OK to mute
18819BFCAD5F6EF4D34A70C20E2DB2C3;InnerRangeTranslations_1.xml;9;1;system/ogolne;;;Greetings
8F9BFE9D1345237CB3B2B205864DA075;InnerRangeTranslations_1.xml;4;1;uzytkownicy/uprawnienia;;8F9BFE9D1345237CB3B2B205864DA075;User
909B1162D8894C0A872A5A84B3C19E0B;InnerRangeTranslations_1.xml;10;1;system/ogolne;;;Page Under
A9D670CBD3DE5E269D1651902F6EF31E;InnerRangeTranslations_1.xml;12;1;system/ogolne;;;Development!
739B65A6698FF53AB0F6D0705A9AAF8B;InnerRangeTranslations_1.xml;12;1;uzytkownicy/uprawnienia;;;Set New PIN:
D12E69290D015B063262CB702A526C0C;InnerRangeTranslations_1.xml;16;1;uzytkownicy/uprawnienia;;;Confirm New PIN:
B7583B3167559646D91A11BC75EA68B5;InnerRangeTranslations_1.xml;8;1;uzytkownicy/uprawnienia;;;User PIN
820DBD2B8F606AFF866C0BBFB6B737C1;InnerRangeTranslations_1.xml;7;1;system/ogolne;;;Changed
3E3214BA81355C348BDB653AFDEFB006;InnerRangeTranslations_1.xml;34;1;system/ogolne;;;Confirm failed, PINs did not match
80350C1422E106BAD99CDC1B2CBF2172;InnerRangeTranslations_1.xml;12;1;uzytkownicy/uprawnienia;;;Invalid PIN:
2F3BFFF30E4D5AAF85A6F0A694F67B6D;InnerRangeTranslations_1.xml;10;1;uzytkownicy/uprawnienia;;;PIN Change
